,HDI Rank,Country,1990,1995,2000,2005,2010,2015
29,122,Cabo Verde,-16.9,-3.5,-1.2,-4.3,-10.7,-4.4 ggg
30,143,Cambodia,-1.9,8.3,6.1,-0.6,-4.3,-2.0 ggg
31,153,Cameroon,-1.2,-1.2,-1.1,-1.1,-0.9,-0.5 ggg
32,10,Canada,6.5,4.9,5.1,6.5,7.4,6.7 ggg
33,188,Central African Republic,-2.9,2.4,0.6,-2.3,0.2,0.4 ggg
34,186,Chad,0.1,-0.3,1.8,4.8,1.3,1.5 ggg
35,38,Chile,0.1,0.9,1.0,1.2,1.7,2.3 ggg
36,90,China,-0.0,-0.1,-0.1,-0.3,-0.3,-0.3 ggg
37,95,Colombia,-1.6,-1.2,-1.0,-0.8,-0.6,-0.6 ggg
38,160,Comoros,-2.3,-1.3,-2.3,-3.4,-3.0,-2.7 ggg
39,135,Congo,0.2,1.2,2.4,-0.8,2.6,-2.8 ggg
40,176,Congo (Democratic Republic of the),0.5,6.2,-4.5,-0.9,-0.1,-0.3 ggg
41,66,Costa Rica,1.2,4.2,4.8,2.0,1.4,0.8 ggg
42,45,Croatia,1.1,-6.1,-8.3,-0.1,-1.0,-0.9 ggg
43,68,Cuba,-1.4,-2.2,-3.0,-2.7,-3.4,-1.4 ggg
44,33,Cyprus,4.7,10.7,11.8,12.5,8.3,6.2 ggg
45,28,Czech Republic,0.1,0.6,0.9,0.9,4.8,0.6 ggg
46,171,Côte d'Ivoire,5.8,5.6,2.3,-4.3,-2.3,0.5 ggg
47,5,Denmark,1.3,2.5,2.8,1.7,3.2,3.5 ggg
48,172,Djibouti,35.6,-4.8,-4.8,-4.8,-5.0,-3.7 ggg
49,99,Dominican Republic,-3.9,-3.8,-3.6,-3.4,-3.2,-3.0 ggg
50,89,Ecuador,-0.4,-0.4,-1.2,-1.8,-0.6,-0.5 ggg
51,111,Egypt,-0.8,-1.5,-0.6,-0.2,-0.7,-0.5 ggg
52,117,El Salvador,-10.1,-9.8,-11.5,-10.6,-9.5,-7.9 ggg
53,135,Equatorial Guinea,8.7,7.3,8.2,8.6,5.9,5.1 ggg
54,179,Eritrea,-2.7,-25.4,-4.2,5.7,-7.2,-6.5 ggg
55,30,Estonia,2.0,-14.9,-0.2,-2.7,-2.3,-1.8 ggg
56,174,Ethiopia,3.5,5.5,-0.5,-0.2,-0.1,-0.1 ggg
57,91,Fiji,-18.6,-9.5,-10.7,-15.1,-6.8,-6.6 ggg
58,23,Finland,0.7,1.9,0.9,1.2,2.7,4.0 ggg
59,21,France,1.7,1.1,0.6,2.5,1.5,1.0 ggg
60,109,Gabon,1.1,1.0,1.7,1.5,1.3,0.6 ggg
61,173,Gambia,11.7,-3.0,-4.6,-2.1,-1.8,-1.5 ggg
62,70,Georgia,-2.3,-20.7,-15.9,-13.4,-13.3,-14.4 ggg
63,4,Germany,4.4,8.1,1.8,0.0,0.1,3.1 ggg
64,139,Ghana,-0.4,-0.2,-1.3,1.6,1.7,-0.4 ggg
65,29,Greece,3.2,8.9,5.5,2.1,1.4,-2.5 ggg
66,79,Grenada,-30.6,-8.0,-9.7,-8.1,-8.2,-8.1 ggg
67,125,Guatemala,-5.8,-5.3,-5.1,-3.2,-1.9,-1.5 ggg
68,183,Guinea,5.8,23.0,-5.9,-8.0,-1.1,-0.2 ggg
69,178,Guinea-Bissau,-5.6,-5.4,-4.8,-4.3,-3.2,-1.1 ggg
70,127,Guyana,-36.3,-21.2,-14.9,-15.8,-9.1,-7.2 ggg
71,163,Haiti,-4.0,-3.8,-3.5,-3.1,-2.9,-2.9 ggg
72,130,Honduras,-3.1,-4.6,-6.1,-4.6,-2.8,-2.1 ggg
73,12,"Hong Kong, China (SAR)",5.7,5.2,17.0,-1.2,1.3,4.2 ggg
74,43,Hungary,-1.9,1.9,1.5,1.3,1.9,0.6 ggg
75,9,Iceland,0.5,-0.8,1.5,2.7,5.2,-0.2 ggg
76,131,India,0.0,-0.1,-0.1,-0.4,-0.5,-0.4 ggg
77,113,Indonesia,-0.2,-0.4,-0.3,-0.8,-1.0,-0.6 ggg
78,69,Iran (Islamic Republic of),5.2,-7.8,2.0,-0.2,-1.5,-0.8 ggg
79,121,Iraq,-7.6,-1.6,-0.2,-2.1,-3.2,3.3 ggg
80,8,Ireland,-6.5,-0.6,4.5,9.9,9.0,-6.0 ggg
81,19,Israel,3.0,18.6,8.7,3.3,7.8,0.5 ggg
82,26,Italy,-0.0,0.5,0.8,5.6,3.4,1.8 ggg
83,94,Jamaica,-13.5,-9.0,-7.1,-7.0,-7.0,-7.0 ggg
84,17,Japan,-1.0,0.7,0.0,1.0,0.7,0.6 ggg
85,86,Jordan,7.7,20.9,-8.3,-3.7,15.2,6.5 ggg
86,56,Kazakhstan,-8.1,-18.6,-17.2,0.6,-0.4,1.9 ggg
87,146,Kenya,0.0,1.7,-0.1,0.2,-1.0,-0.2 ggg
88,137,Kiribati,-2.2,-12.3,-7.3,-4.6,-1.2,-4.0 ggg
89,0,Korea (Democratic People's Rep. of),0.0,0.0,0.0,0.0,0.0,0.0 ggg
90,18,Korea (Republic of),2.1,-2.9,-1.3,1.0,1.7,1.2 ggg
91,51,Kuwait,11.7,-62.9,11.0,13.3,39.2,29.8 ggg
92,120,Kyrgyzstan,-5.7,-12.1,-1.4,-6.9,-2.9,-4.0 ggg
93,138,Lao People's Democratic Republic,0.0,-2.0,-5.1,-6.3,-3.9,-3.6 ggg
94,44,Latvia,3.2,-10.5,-3.2,-7.2,-8.0,-7.2 ggg
95,76,Lebanon,-17.0,6.3,-1.9,30.5,8.8,49.1 ggg
96,160,Lesotho,-8.2,-5.5,-8.2,-3.6,-2.5,-1.9 ggg
97,177,Liberia,-37.2,-28.7,36.2,-3.2,9.7,-0.9 ggg
98,102,Libya,0.3,0.2,0.3,-0.4,-2.7,-16.0 ggg
99,37,Lithuania,2.0,-5.5,-6.3,-4.9,-8.8,-11.3 ggg
100,20,Luxembourg,6.9,10.1,9.4,6.5,17.5,18.1 ggg
101,158,Madagascar,-0.1,-0.1,-0.1,-0.1,-0.1,-0.0 ggg
102,170,Malawi,22.0,-18.7,-0.7,-0.6,-0.5,-0.4 ggg
103,59,Malaysia,5.1,3.1,3.6,4.0,4.8,3.1 ggg
104,105,Maldives,-2.5,-2.6,-0.8,-0.1,-0.0,-0.0 ggg
105,175,Mali,-11.8,-3.8,-2.7,-1.1,-1.4,-3.7 ggg
106,33,Malta,0.7,1.6,2.3,2.9,6.7,3.0 ggg
107,157,Mauritania,-3.2,-1.3,0.8,2.0,-1.2,-1.0 ggg
108,64,Mauritius,-6.9,-1.0,-1.5,-3.2,-2.0,0.0 ggg
109,77,Mexico,-3.8,-2.9,-3.7,-5.3,-0.7,-0.9 ggg
110,127,Micronesia (Federated States of),-5.4,-4.4,-25.3,-24.1,-23.1,-15.7 ggg
111,107,Moldova (Republic of),-3.9,-6.1,-7.7,-0.6,-2.3,-0.5 ggg
112,92,Mongolia,0.0,-7.9,-4.5,-1.2,-1.1,-1.1 ggg
113,48,Montenegro,-9.8,-6.6,-7.0,-2.6,-1.0,-0.8 ggg
114,123,Morocco,-3.5,-3.6,-4.0,-4.7,-3.7,-1.9 ggg
115,181,Mozambique,-19.6,8.9,-0.6,0.4,-0.4,-0.2 ggg
116,145,Myanmar,-1.0,-3.2,-2.3,-5.6,-5.8,-1.8 ggg
117,125,Namibia,11.7,3.1,4.0,-5.1,-4.7,-0.1 ggg
118,144,Nepal,-2.4,0.8,-4.1,-7.5,-7.8,-2.7 ggg
119,7,Netherlands,1.8,2.9,2.0,1.8,0.7,1.3 ggg
120,13,New Zealand,-0.6,6.7,2.3,6.7,2.9,0.3 ggg
121,124,Nicaragua,-7.6,-5.5,-6.0,-6.7,-5.6,-4.6 ggg
122,187,Niger,-2.5,-0.1,0.5,-0.5,-0.4,-0.3 ggg
123,152,Nigeria,-0.2,-0.2,-0.2,-0.3,-0.4,-0.4 ggg
124,1,Norway,1.8,2.2,2.7,3.0,7.3,9.3 ggg
125,52,Oman,1.3,9.4,-18.8,3.4,13.6,65.2 ggg
126,147,Pakistan,0.3,-2.0,-1.1,-1.2,-1.6,-1.2 ggg
127,114,"Palestine, State of",-4.1,3.0,4.8,-11.2,-4.7,-2.0 ggg
128,60,Panama,-0.8,0.1,0.7,1.0,1.3,1.5 ggg
129,154,Papua New Guinea,0.0,0.0,0.0,0.0,0.0,0.0 ggg
130,110,Paraguay,-0.9,-1.4,-1.7,-1.7,-3.9,-2.7 ggg
131,87,Peru,-1.8,-2.6,-4.3,-4.7,-3.4,-1.6 ggg
132,116,Philippines,-1.0,-1.5,-2.1,-2.7,-4.1,-1.4 ggg
133,36,Poland,-2.4,-1.3,-1.3,0.2,0.0,-0.4 ggg
134,41,Portugal,-3.0,3.0,3.4,3.4,2.4,-2.7 ggg
135,33,Qatar,27.1,-9.2,15.7,51.8,131.4,36.3 ggg
136,50,Romania,-1.7,-4.5,-5.4,-4.5,-8.4,-4.4 ggg
137,49,Russian Federation,1.2,3.4,3.1,2.4,3.0,1.6 ggg
138,159,Rwanda,0.9,-40.9,34.7,-1.7,-1.6,-1.4 ggg
139,92,Saint Lucia,-6.4,-6.7,-1.2,-0.3,3.3,0.0 ggg
140,99,Saint Vincent and the Grenadines,-13.4,-16.1,-14.7,-9.6,-9.4,-9.1 ggg
141,104,Samoa,-23.1,-16.5,-20.1,-17.7,-16.8,-13.4 ggg
142,142,Sao Tome and Principe,-11.1,-9.4,-12.6,-7.7,-6.9,-6.2 ggg
143,38,Saudi Arabia,8.0,-0.3,0.6,8.2,6.2,5.7 ggg
144,162,Senegal,-1.7,-1.7,-4.5,-2.9,-2.7,-1.4 ggg
145,66,Serbia,-0.6,3.7,-11.3,-5.9,-0.8,-2.2 ggg
146,63,Seychelles,-15.1,1.7,-0.3,5.9,-2.4,-3.3 ggg
147,179,Sierra Leone,3.4,-23.2,-7.6,21.9,2.2,-0.7 ggg
148,5,Singapore,8.4,15.3,13.8,20.7,18.8,14.9 ggg
149,40,Slovakia,-1.4,-0.6,-0.1,0.0,0.4,0.0 ggg
150,25,Slovenia,3.3,-1.7,0.1,1.5,4.9,0.4 ggg
151,156,Solomon Islands,-1.3,-0.6,-0.4,-2.2,-4.8,-4.3 ggg
152,0,Somalia,-20.4,-28.2,-2.9,-5.0,-7.8,-7.9 ggg
153,119,South Africa,-0.8,4.1,0.7,4.6,5.6,2.3 ggg
154,181,South Sudan,-14.5,-38.4,13.2,11.7,17.3,15.4 ggg
155,27,Spain,-0.3,1.6,4.5,13.4,9.9,-2.6 ggg
156,73,Sri Lanka,-1.6,-2.9,-5.0,-4.7,-5.2,-4.7 ggg
157,165,Sudan,1.6,12.1,-3.7,-2.9,-2.9,-4.2 ggg
158,97,Suriname,-2.5,-1.6,-1.0,-9.1,-2.2,-1.9 ggg
159,148,Swaziland,4.4,-8.4,-2.4,-8.5,-1.0,-1.0 ggg
160,14,Sweden,3.2,3.6,1.3,3.2,5.7,5.7 ggg
161,2,Switzerland,4.0,7.2,1.8,5.1,9.1,9.5 ggg
162,149,Syrian Arab Republic,-2.5,-1.0,-1.7,-4.4,3.8,-41.1 ggg
163,129,Tajikistan,-1.5,-10.4,-10.9,-3.0,-1.8,-2.9 ggg
164,151,Tanzania (United Republic of),0.6,4.3,-1.3,-1.6,-1.3,-0.8 ggg
165,87,Thailand,1.9,-2.8,2.3,3.4,-2.6,0.3 ggg
166,82,The former Yugoslav Republic of Macedonia,-9.9,-13.5,-0.5,-1.5,-0.5,-0.5 ggg
167,133,Timor-Leste,-1.4,-1.0,-36.6,0.0,-20.5,-8.9 ggg
168,166,Togo,-1.1,-4.7,-1.3,-0.4,-0.3,-0.3 ggg
169,101,Tonga,-23.1,-23.2,-18.0,-16.4,-16.0,-15.4 ggg
170,65,Trinidad and Tobago,-7.5,-5.2,-5.2,-2.1,-1.7,-0.7 ggg
171,97,Tunisia,1.3,3.2,-0.8,-2.8,-0.6,-0.6 ggg
172,71,Turkey,-0.6,-0.7,-0.5,-0.3,-0.1,5.3 ggg
173,111,Turkmenistan,-2.0,2.2,-2.8,-5.0,-2.3,-1.0 ggg
174,163,Uganda,2.9,1.3,-0.4,-0.0,-0.9,-0.8 ggg
175,84,Ukraine,0.0,0.3,-1.9,-0.7,1.0,0.9 iii
176,42,United Arab Emirates,33.0,31.4,35.9,62.7,109.1,9.3 ggg
177,16,United Kingdom,0.3,0.7,1.7,3.3,5.0,2.8 ggg
178,10,United States,3.0,3.5,6.3,3.6,3.3,3.2 ggg
179,54,Uruguay,-2.0,-1.3,-1.6,-6.3,-3.0,-1.8 ggg
180,105,Uzbekistan,-4.0,-3.7,-2.5,-3.6,-2.2,-1.4 ggg
181,134,Vanuatu,-4.0,-0.4,-8.0,-0.5,1.0,0.5 ggg
182,71,Venezuela (Bolivarian Republic of),0.0,-0.0,-0.0,-0.1,-0.2,-0.5 ggg
183,115,Viet Nam,-1.0,-1.1,-0.6,-1.9,-2.0,-0.4 ggg
184,168,Yemen,-0.9,9.9,-1.2,-1.0,0.0,-0.4 ggg
185,139,Zambia,0.1,-0.5,1.6,-1.6,-1.9,-0.5 ggg
186,154,Zimbabwe,2.5,-3.5,-3.3,-6.2,-4.6,-3.0 ggg
187,,,,,,,,
