,HDI Rank,Country,1990,1995,2000,2005,2010,2011,2012,2013,2014
32,186,Chad,0.0,1.3,2.4,37.3,18.0,19.0,16.4,14.5,13.0
33,38,Chile,6.6,4.3,4.8,8.5,10.2,10.2,9.1,8.1,8.0
34,90,China,5.0,2.0,2.0,3.6,4.6,5.7,3.9,3.4,2.3
35,95,Colombia,6.9,2.6,5.9,6.9,7.5,10.0,8.7,8.2,6.8
36,160,Comoros,1.2,2.9,2.4,2.2,2.8,2.9,3.5,3.4,3.4
37,135,Congo,38.0,51.9,72.7,75.4,64.4,67.7,61.5,49.4,39.2
38,176,Congo (Democratic Republic of the),5.3,8.5,3.4,14.3,23.2,26.0,28.0,32.8,31.8
39,66,Costa Rica,1.8,2.2,0.7,0.7,1.2,0.8,0.9,0.9,1.2
40,45,Croatia,,1.3,1.9,1.8,1.5,1.7,1.6,1.4,1.6
41,68,Cuba,0.6,0.8,1.5,2.0,2.6,3.0,,,
42,33,Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
43,28,Czech Republic,,0.0,0.1,0.1,0.3,0.4,0.2,0.2,0.1
44,171,Côte d'Ivoire,0.1,0.3,2.0,5.2,5.1,6.6,6.0,5.2,4.0
45,5,Denmark,0.6,0.5,2.1,2.8,1.8,1.9,1.7,1.4,1.0
46,172,Djibouti,,0.9,0.9,1.4,,,,,
47,96,Dominica,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
48,99,Dominican Republic,1.5,0.9,0.6,1.3,0.2,0.5,0.6,1.3,1.4
49,89,Ecuador,13.0,7.8,12.1,14.8,10.0,10.9,9.0,8.7,7.8
50,111,Egypt,14.0,7.3,6.1,14.9,8.2,9.8,8.2,7.8,6.4
51,117,El Salvador,1.9,1.8,1.1,0.9,2.2,1.7,1.6,1.7,2.5
52,135,Equatorial Guinea,0.0,19.2,,,,87.5,81.1,80.3,67.2
53,179,Eritrea,,8.6,4.8,3.2,1.8,15.1,,,
54,30,Estonia,,,1.6,0.2,0.8,1.0,0.7,0.8,0.8
55,174,Ethiopia,9.3,26.4,15.7,20.2,14.2,15.7,13.6,12.7,11.2
56,91,Fiji,0.8,0.6,0.4,0.3,1.4,1.4,1.5,0.9,0.8
57,23,Finland,0.0,0.0,0.0,0.0,0.2,0.4,0.3,0.2,0.2
58,21,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,109,Gabon,31.3,34.3,37.6,37.8,33.6,35.5,35.7,31.6,26.2
60,173,Gambia,4.3,2.9,2.2,4.3,4.4,5.3,6.1,6.4,7.0
61,70,Georgia,,,0.5,0.4,0.7,0.7,1.1,0.9,0.8
62,4,Germany,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0
63,139,Ghana,5.0,11.5,10.0,11.2,10.4,15.3,16.1,14.5,17.5
64,29,Greece,0.1,0.0,0.0,0.1,0.1,0.2,0.1,0.1,
65,125,Guatemala,3.7,3.6,2.4,2.0,4.9,4.2,3.4,3.4,4.6
66,183,Guinea,14.7,12.1,9.7,18.5,21.3,25.3,24.1,21.1,19.2
67,178,Guinea-Bissau,0.0,2.8,4.1,7.0,10.1,8.9,12.1,12.8,12.3
68,127,Guyana,5.9,2.0,2.2,2.2,8.0,12.1,14.2,11.7,10.8
69,163,Haiti,,,,1.4,2.9,2.1,1.9,2.0,3.1
70,130,Honduras,4.2,4.0,1.9,1.8,3.8,4.7,2.7,3.0,4.4
71,43,Hungary,,0.7,0.8,0.7,0.5,0.5,0.5,0.4,0.3
72,9,Iceland,,,,,,0.0,0.0,0.0,
73,131,India,3.6,3.1,2.8,2.9,4.1,4.1,3.3,3.0,2.9
74,113,Indonesia,8.2,4.3,9.6,10.0,4.8,5.2,3.9,3.6,2.6
75,69,Iran (Islamic Republic of),9.2,10.0,17.2,20.2,13.2,13.6,11.7,12.6,
76,121,Iraq,4.0,,,30.0,19.1,21.6,20.1,18.6,18.5
77,8,Ireland,0.3,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.1
78,19,Israel,0.0,0.0,0.0,0.2,0.1,0.2,0.2,0.3,0.2
79,26,Italy,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.1,0.1
80,94,Jamaica,3.7,1.6,1.0,1.0,0.9,0.9,0.7,0.8,1.0
81,17,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,86,Jordan,0.2,0.2,0.3,0.3,0.8,1.6,1.2,0.7,0.5
83,56,Kazakhstan,,9.5,31.1,36.3,19.7,21.4,18.2,15.4,13.7
84,146,Kenya,5.1,7.5,3.3,4.0,3.0,3.3,3.3,3.1,2.8
85,137,Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,18,Korea (Republic of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,51,Kuwait,11.8,15.9,19.6,24.9,22.0,25.4,24.6,23.5,22.3
88,120,Kyrgyzstan,,,0.7,2.1,9.0,10.5,5.6,7.3,6.1
89,138,Lao People's Democratic Republic,5.9,8.0,4.0,5.0,11.5,13.4,12.0,10.7,12.2
90,44,Latvia,,,2.0,1.0,1.1,0.9,1.1,0.7,1.0
91,76,Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,160,Lesotho,2.5,3.3,3.0,3.0,3.3,3.1,4.0,4.1,4.6
93,177,Liberia,,,0.5,2.9,26.5,24.1,28.4,26.7,27.4
94,102,Libya,,,,30.4,26.0,22.2,26.9,22.3,16.2
95,37,Lithuania,,0.7,0.6,0.4,0.4,0.4,0.3,0.3,0.4
96,20,Luxembourg,,,0.0,0.0,0.0,0.1,0.1,0.0,0.0
97,158,Madagascar,0.0,0.0,0.0,1.1,2.4,2.6,3.1,3.5,4.3
98,170,Malawi,7.5,16.0,8.6,7.4,6.2,6.6,10.2,11.6,10.8
99,59,Malaysia,11.3,4.9,7.4,12.2,7.7,7.5,6.9,6.8,5.5
100,105,Maldives,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1
101,175,Mali,0.3,1.7,1.9,3.6,10.7,12.6,15.9,13.0,10.6
102,157,Mauritania,5.9,3.6,5.9,11.9,25.9,26.2,24.8,26.3,20.7
103,64,Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,77,Mexico,4.0,2.3,3.4,7.2,6.2,7.4,7.1,6.3,5.0
105,127,Micronesia (Federated States of),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
106,107,Moldova (Republic of),,0.5,0.4,0.2,0.1,0.2,0.2,0.3,0.4
107,92,Mongolia,4.8,8.5,3.5,9.7,18.8,21.5,15.4,11.5,12.2
108,123,Morocco,0.2,0.1,0.3,0.2,1.2,2.0,2.0,1.4,1.0
109,181,Mozambique,0.0,0.0,0.0,3.4,2.6,2.6,2.9,2.8,1.8
110,145,Myanmar,,,,,,,2.8,3.8,3.9
111,125,Namibia,4.7,0.5,0.1,0.5,1.4,1.5,1.3,1.0,1.2
112,144,Nepal,8.4,6.7,5.5,3.7,6.5,5.5,4.7,4.0,5.8
113,7,Netherlands,0.9,0.6,1.2,1.7,0.9,0.8,0.7,0.8,0.4
114,13,New Zealand,0.9,0.6,1.8,1.1,1.7,1.6,1.3,1.1,0.9
115,124,Nicaragua,10.2,3.9,2.3,2.0,6.6,5.6,5.4,5.7,7.4
116,187,Niger,3.8,9.7,7.9,8.2,8.9,11.5,14.5,15.0,13.7
117,152,Nigeria,32.7,27.8,29.1,26.5,10.1,11.6,9.9,8.1,6.6
118,1,Norway,7.3,7.8,15.7,16.4,10.4,11.0,9.6,8.5,7.1
119,52,Oman,30.6,23.2,33.9,37.1,33.4,39.6,35.9,34.9,
120,147,Pakistan,2.9,2.0,3.4,6.8,4.3,4.0,3.5,3.3,2.7
121,60,Panama,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.1
122,154,Papua New Guinea,14.4,24.8,24.5,27.4,30.0,26.7,18.7,17.4,15.0
123,110,Paraguay,,7.8,4.6,5.9,7.2,4.7,5.0,4.5,5.3
124,87,Peru,5.7,1.6,1.4,4.1,7.4,8.8,7.1,5.5,4.8
125,116,Philippines,1.3,0.8,0.3,0.9,2.0,3.0,1.9,1.6,1.7
126,36,Poland,,0.4,0.5,0.8,0.9,1.1,0.9,0.8,0.7
127,41,Portugal,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1
128,33,Qatar,24.8,22.1,,33.7,21.6,22.8,19.1,17.8,13.8
129,50,Romania,5.7,3.2,4.4,2.8,1.2,1.8,1.6,1.4,1.0
130,49,Russian Federation,,6.3,19.6,20.6,12.4,13.2,11.6,10.9,9.5
131,159,Rwanda,4.4,11.7,5.6,6.3,6.0,6.0,6.0,5.9,5.7
132,92,Saint Lucia,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.1
133,99,Saint Vincent and the Grenadines,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1
134,104,Samoa,,,0.7,0.5,0.6,0.7,0.7,0.6,0.8
135,142,Sao Tome and Principe,,,,1.8,2.0,1.8,1.9,1.7,1.6
136,38,Saudi Arabia,18.3,14.9,20.2,25.5,20.7,22.7,21.4,20.4,
137,162,Senegal,0.0,0.0,0.1,0.0,1.0,1.4,2.3,1.4,1.1
138,63,Seychelles,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1
139,179,Sierra Leone,17.8,15.7,13.8,9.5,9.4,9.2,9.3,7.3,7.7
140,5,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,40,Slovakia,,0.9,0.8,0.5,0.6,0.6,0.5,0.5,0.5
142,25,Slovenia,,0.3,0.3,0.2,0.3,0.4,0.3,0.3,0.5
143,156,Solomon Islands,0.5,7.0,1.9,11.3,32.7,37.5,32.5,29.7,36.0
144,0,Somalia,,,,,,,,8.9,8.6
145,119,South Africa,1.5,0.7,0.7,2.4,4.1,4.7,4.0,3.9,3.1
146,27,Spain,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,73,Sri Lanka,1.5,1.5,0.6,0.4,0.6,0.5,0.5,0.4,0.5
148,165,Sudan,,,,,,,5.7,4.5,3.6
149,97,Suriname,13.0,4.5,8.2,7.3,11.6,16.6,15.0,11.8,9.8
150,148,Swaziland,3.6,2.8,1.1,1.0,1.6,1.4,1.4,1.4,1.4
151,14,Sweden,0.1,0.0,0.0,0.1,0.3,0.3,0.3,0.3,0.2
152,2,Switzerland,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
153,149,Syrian Arab Republic,19.9,22.3,22.9,20.4,,,,,
154,129,Tajikistan,,,,0.5,1.0,1.4,1.3,1.2,1.1
155,151,Tanzania (United Republic of),0.0,0.0,0.0,0.8,2.9,4.0,3.6,2.8,2.0
156,87,Thailand,1.1,0.9,2.5,4.5,3.7,3.7,3.8,3.7,3.4
157,82,The former Yugoslav Republic of Macedonia,,0.9,0.6,0.9,2.5,3.0,2.9,2.2,2.2
158,166,Togo,5.5,12.2,8.3,6.2,8.0,8.7,10.6,9.1,7.8
159,101,Tonga,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1
160,65,Trinidad and Tobago,21.1,14.6,23.4,47.7,32.0,32.8,26.5,24.3,13.4
161,97,Tunisia,3.1,2.5,3.5,4.1,5.8,5.4,5.4,4.8,3.8
162,71,Turkey,0.3,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3
163,111,Turkmenistan,,,,,32.5,35.7,,,
164,163,Uganda,15.7,19.6,12.1,14.4,10.8,12.6,12.7,12.3,11.5
165,84,Ukraine,,2.0,4.3,5.4,5.5,5.8,4.1,3.9,3.2
166,42,United Arab Emirates,,,,13.4,10.4,12.2,11.7,11.0,9.2
167,16,United Kingdom,1.2,1.1,1.8,1.6,1.3,1.2,1.0,0.8,0.6
168,10,United States,0.8,0.5,0.7,1.1,0.8,1.0,0.9,0.8,0.7
169,54,Uruguay,1.3,0.5,0.0,0.9,2.9,2.0,1.4,1.4,2.6
170,105,Uzbekistan,,,36.2,,19.4,20.6,16.0,13.8,9.0
171,134,Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,71,Venezuela (Bolivarian Republic of),16.4,9.9,11.8,19.7,8.8,14.7,11.6,,
173,115,Viet Nam,10.9,7.6,9.2,13.5,9.9,11.1,6.8,5.5,4.0
174,168,Yemen,11.0,24.9,28.2,28.3,15.5,16.1,9.8,8.1,
175,139,Zambia,8.8,4.8,0.5,5.1,12.3,12.2,10.3,10.1,8.9
176,154,Zimbabwe,0.9,1.8,0.3,2.5,3.9,6.0,5.5,3.9,3.8
177,,,,,,,,,,,
