,HDI Rank,Country,2010,2011,2012,2013,2014,2015
56,4,Germany,0.758,0.784,0.786,0.781,0.791,0.787
57,139,Ghana,0.385,0.385,0.390,0.398,0.373,0.377
58,29,Greece,0.685,0.696,0.683,0.695,0.661,0.657
59,125,Guatemala,0.362,0.389,0.365,0.367,0.428,0.424
60,183,Guinea,0.261,0.248,0.251,0.251,0.298,0.296
61,178,Guinea-Bissau,0.265,0.270,0.264,0.265,0.265,0.267
62,127,Guyana,0.490,0.421,0.474,0.477,0.480,0.483
63,163,Haiti,0.213,0.217,0.218,0.218,0.219,0.219
64,130,Honduras,0.339,0.320,0.363,0.302,0.293,0.336
65,43,Hungary,0.690,0.720,0.712,0.709,0.716,0.704
66,9,Iceland,0.762,0.779,0.767,0.785,0.781,0.789
67,131,India,0.486,0.493,0.492,0.496,0.504,0.512
68,113,Indonesia,0.568,0.554,0.560,0.565,0.572,0.576
69,69,Iran (Islamic Republic of),,,,0.410,0.412,0.412
70,121,Iraq,,,,0.632,0.604,0.602
71,8,Ireland,0.728,0.772,0.773,0.783,0.764,0.769
72,19,Israel,0.653,0.658,0.658,0.695,0.650,0.639
73,26,Italy,0.716,0.739,0.724,0.705,0.704,0.696
74,94,Jamaica,0.503,0.505,0.467,0.466,0.466,0.467
75,17,Japan,,,,0.772,0.773,0.774
76,86,Jordan,0.570,0.552,0.550,0.550,0.555,0.554
77,56,Kazakhstan,0.650,0.684,0.661,0.709,0.712,0.712
78,146,Kenya,0.347,0.316,0.317,0.320,0.322,0.339
79,137,Kiribati,,,,0.263,0.249,0.250
80,18,Korea (Republic of),0.705,0.709,0.712,0.714,0.718,0.720
81,120,Kyrgyzstan,0.432,0.433,0.381,0.389,0.425,0.427
82,138,Lao People's Democratic Republic,0.462,0.469,0.448,0.478,0.466,0.472
83,44,Latvia,0.625,0.629,0.635,0.649,0.648,0.653
84,76,Lebanon,,0.535,0.530,0.522,0.519,0.517
85,160,Lesotho,0.298,0.268,0.268,0.277,0.278,0.280
86,177,Liberia,0.224,0.233,0.233,0.238,0.226,0.224
87,37,Lithuania,0.638,0.671,0.656,0.675,0.690,0.675
88,20,Luxembourg,0.830,0.843,0.857,0.837,0.834,0.826
89,158,Madagascar,0.320,0.251,0.250,0.249,0.311,0.310
90,170,Malawi,0.285,0.287,0.272,0.268,0.260,0.242
91,59,Malaysia,0.573,,,,,
92,105,Maldives,0.550,0.531,0.531,0.534,0.539,0.539
93,175,Mali,0.320,,,,0.388,0.393
94,33,Malta,,,0.730,0.728,0.738,0.742
95,157,Mauritania,0.415,0.415,0.405,0.423,0.425,0.424
96,64,Mauritius,,0.641,0.645,0.623,0.625,0.628
97,77,Mexico,0.521,0.492,0.494,0.501,0.502,0.506
98,127,Micronesia (Federated States of),0.198,0.199,,0.197,,
99,107,Moldova (Republic of),0.457,0.467,0.481,0.480,0.515,0.509
100,92,Mongolia,0.538,0.556,0.546,0.612,0.616,0.616
101,48,Montenegro,0.649,0.665,0.653,0.668,0.659,0.657
102,123,Morocco,0.498,0.488,0.489,0.494,0.494,0.497
103,181,Mozambique,0.138,0.251,0.218,0.252,0.256,0.259
104,125,Namibia,0.210,0.212,0.213,0.216,0.218,0.321
105,144,Nepal,0.334,0.286,0.289,0.381,0.401,0.410
106,7,Netherlands,0.785,0.814,0.814,0.818,0.818,0.812
107,124,Nicaragua,0.422,0.373,0.377,0.395,0.414,0.396
108,187,Niger,0.250,0.258,0.266,0.266,0.289,0.290
109,152,Nigeria,0.439,0.419,0.388,0.390,0.432,0.432
110,1,Norway,0.847,0.871,0.851,0.872,0.883,0.882
111,147,Pakistan,0.513,0.512,0.515,0.518,0.518,0.523
112,60,Palau,,,,0.565,0.564,0.573
113,114,"Palestine, State of",,,,0.500,0.497,0.509
114,60,Panama,0.354,0.455,0.462,0.503,0.502,0.493
115,110,Paraguay,0.424,0.429,0.425,0.430,0.464,0.410
116,87,Peru,0.391,0.482,0.471,0.490,0.483,0.503
117,116,Philippines,0.470,0.448,0.453,0.492,0.485,0.490
118,36,Poland,0.658,0.681,0.676,0.672,0.679,0.685
119,41,Portugal,0.641,0.680,0.662,0.670,0.668,0.669
120,50,Romania,0.682,0.606,0.607,0.649,0.656,0.641
121,49,Russian Federation,0.720,0.726,0.730,0.640,0.673,0.678
122,159,Rwanda,0.267,0.260,0.283,0.246,0.268,0.267
123,92,Saint Lucia,,,,,0.502,0.503
124,142,Sao Tome and Principe,,0.282,0.284,0.286,0.382,0.384
125,162,Senegal,0.366,0.352,0.364,0.358,0.337,0.340
126,66,Serbia,0.635,0.652,0.650,0.629,0.628,0.600
127,179,Sierra Leone,0.309,0.278,0.291,0.308,0.363,0.333
128,40,Slovakia,0.734,0.750,0.740,0.741,0.745,0.748
129,25,Slovenia,0.748,0.780,0.764,0.757,0.758,0.758
130,156,Solomon Islands,,,,0.305,0.305,0.306
131,119,South Africa,0.426,,,,0.309,0.316
132,27,Spain,0.712,0.726,0.698,0.675,0.662,0.684
133,73,Sri Lanka,0.531,0.540,0.549,0.559,0.605,0.610
134,97,Suriname,0.488,0.488,0.508,0.477,0.479,0.481
135,148,Swaziland,0.437,0.382,0.383,0.406,0.407,0.408
136,14,Sweden,0.800,0.828,0.819,0.808,0.801,0.806
137,2,Switzerland,0.823,0.817,0.819,0.830,0.838,0.806
138,149,Syrian Arab Republic,0.509,0.502,0.474,0.443,0.416,0.394
139,129,Tajikistan,0.389,0.396,0.404,0.410,0.416,0.418
140,151,Tanzania (United Republic of),0.378,0.370,0.370,0.375,0.371,0.374
141,87,Thailand,0.485,0.488,0.493,0.493,0.494,0.496
142,82,The former Yugoslav Republic of Macedonia,0.558,0.560,0.559,0.562,0.506,0.509
143,133,Timor-Leste,0.501,0.537,0.538,0.516,0.493,0.495
144,166,Togo,0.286,0.286,0.291,0.283,0.290,0.293
145,65,Trinidad and Tobago,0.666,0.656,0.655,0.664,0.664,0.665
146,97,Tunisia,0.545,0.541,,,0.567,0.567
147,71,Turkey,0.567,0.574,0.575,0.614,0.615,0.618
148,111,Turkmenistan,0.417,,,,,
149,163,Uganda,0.303,0.298,0.299,0.307,0.308,0.309
150,84,Ukraine,0.589,0.591,0.593,0.593,0.604,0.590
151,16,United Kingdom,0.705,0.739,0.742,0.725,0.736,0.752
152,10,United States,0.719,0.636,0.716,0.608,0.609,0.692
153,54,Uruguay,0.568,0.562,0.565,0.576,0.602,0.586
154,105,Uzbekistan,0.467,0.474,0.468,0.477,0.484,0.489
155,134,Vanuatu,,,,0.413,0.414,0.410
156,71,Venezuela (Bolivarian Republic of),0.524,0.426,0.429,0.556,0.551,0.543
157,115,Viet Nam,0.465,0.510,0.515,0.502,0.463,0.472
158,168,Yemen,0.461,0.437,0.437,0.439,0.419,0.376
159,139,Zambia,0.408,0.414,0.306,0.306,0.307,0.275
160,154,Zimbabwe,0.254,0.261,0.263,0.266,0.267,0.268
161,,,,,,,,
